Employee_ID,Candidate_ID,Hire_Date,Department,Role,Base_Salary,Manager_ID,Manager_Effect,Is_Bad_Manager,Is_Biased_Manager,Gender,Ethnicity,Age_Band,Education_Level,Skill_Score,Culture_Score,Potential_Score,LQI
EMP_000069,CAND_000091,2018-01-09,Sales,VP_Sales,118000,MGR_0048,-0.0484,False,False,Female,White,22_30,Bachelors,72.7,71.2,66.1,70.27
EMP_000070,CAND_000093,2018-01-10,Operations,Ops_Director,94000,MGR_0352,0.021,False,False,Female,Hispanic_Latino,41_50,Bachelors,86.6,55.9,66.5,71.36
EMP_000071,CAND_000096,2018-01-10,HR,Recruiter,92000,MGR_0069,-0.1124,True,False,Non_Binary,White,31_40,Bachelors,70.6,67.8,62.3,67.27
EMP_000072,CAND_000097,2018-01-10,Product,Senior_PM,137000,MGR_0206,-0.0763,False,True,Female,Asian,31_40,Bachelors,67.5,62.3,63.8,64.83
EMP_000073,CAND_000098,2018-01-10,Sales,VP_Sales,101000,MGR_0055,0.1016,False,False,Male,Hispanic_Latino,51_Plus,Masters,41.3,75.6,63.6,58.28
EMP_000074,CAND_000099,2018-01-10,Sales,Account_Executive,111000,MGR_0011,-0.0178,False,False,Male,Asian,22_30,Bachelors,69.4,64.1,58.3,64.48
EMP_000075,CAND_000100,2018-01-10,Engineering,Principal_Engineer,147000,MGR_0015,0.1443,False,False,Male,White,22_30,Masters,78.1,45.7,70.0,65.95
EMP_000076,CAND_000102,2018-01-10,Marketing,Growth_Manager,98000,MGR_0339,-0.1347,True,False,Female,Asian,31_40,Bachelors,62.7,63.8,68.8,64.86
EMP_000077,CAND_000103,2018-01-11,Legal,IP_Attorney,158000,MGR_0363,0.0554,False,False,Male,White,41_50,Bachelors,68.6,76.5,52.0,65.99
EMP_000078,CAND_000107,2018-01-11,Product,Dir_Product,120000,MGR_0235,0.1701,False,False,Male,White,31_40,Masters,61.2,36.5,46.9,49.5
EMP_000079,CAND_000108,2018-01-11,Marketing,Growth_Manager,100000,MGR_0249,0.0697,False,False,Female,White,22_30,Bachelors,68.3,73.5,49.9,64.34
EMP_000080,CAND_000110,2018-01-11,Legal,Senior_Counsel,150000,MGR_0226,0.0355,False,False,Female,White,31_40,Masters,66.6,49.1,68.1,61.8
EMP_000081,CAND_000112,2018-01-11,Sales,Enterprise_AE,118000,MGR_0063,0.0048,False,False,Male,White,31_40,Bachelors,70.3,72.4,78.0,73.24
EMP_000082,CAND_000113,2018-01-11,Operations,Ops_Director,92000,MGR_0312,0.0303,False,False,Non_Binary,Asian,41_50,Masters,80.2,69.6,58.1,70.39
EMP_000083,CAND_000115,2018-01-11,Operations,SC_Analyst,92000,MGR_0128,0.085,False,False,Female,Black_African_American,41_50,Bachelors,73.1,62.1,45.3,61.46
EMP_000084,CAND_000116,2018-01-11,Operations,SC_Analyst,104000,MGR_0022,-0.0063,False,False,Female,White,31_40,Bachelors,97.9,75.9,83.9,87.1
EMP_000085,CAND_000117,2018-01-11,Engineering,Staff_Engineer,161000,MGR_0232,-0.0501,False,False,Female,Black_African_American,31_40,Masters,82.9,92.1,68.3,81.28
EMP_000086,CAND_000119,2018-01-11,Engineering,Software_Engineer,131000,MGR_0064,0.0629,False,False,Female,Black_African_American,51_Plus,Masters,51.7,50.6,41.8,48.4
EMP_000087,CAND_000120,2018-01-11,Marketing,Marketing_Manager,99000,MGR_0240,-0.009,False,False,Female,Black_African_American,41_50,Bachelors,63.5,48.3,59.9,57.86
EMP_000088,CAND_000121,2018-01-11,Sales,Enterprise_AE,104000,MGR_0014,0.0821,False,False,Male,White,51_Plus,Bachelors,72.1,64.8,52.0,63.88
EMP_000089,CAND_000122,2018-01-12,Product,Dir_Product,144000,MGR_0132,-0.1223,False,False,Female,Black_African_American,51_Plus,Bachelors,88.9,69.0,63.3,75.25
EMP_000090,CAND_000123,2018-01-12,Engineering,Principal_Engineer,146000,MGR_0090,0.0075,False,False,Female,Asian,51_Plus,Masters,78.9,59.5,70.6,70.59
EMP_000091,CAND_000124,2018-01-12,Operations,Operations_Manager,83000,MGR_0216,0.0594,False,False,Female,Asian,31_40,Masters,62.5,49.8,39.3,51.73
EMP_000092,CAND_000129,2018-01-12,Operations,Process_Engineer,99000,MGR_0089,0.075,False,False,Non_Binary,White,31_40,Bachelors,91.5,68.9,79.9,81.24
EMP_000093,CAND_000130,2018-01-12,Engineering,Tech_Lead,134000,MGR_0025,0.0187,False,False,Female,Hispanic_Latino,22_30,Bachelors,48.0,58.3,58.3,54.18
EMP_000094,CAND_000131,2018-01-12,Sales,Sales_Manager,131000,MGR_0281,0.0127,False,False,Female,White,31_40,High_School,92.0,86.1,90.0,89.63
EMP_000095,CAND_000132,2018-01-12,Finance,Financial_Analyst,107000,MGR_0091,-0.0458,False,False,Female,Black_African_American,41_50,Masters,57.5,62.1,47.7,55.94
EMP_000096,CAND_000134,2018-01-12,Sales,Enterprise_AE,117000,MGR_0182,0.0217,False,False,Male,White,31_40,Bachelors,76.1,65.7,66.7,70.16
EMP_000097,CAND_000136,2018-01-12,Finance,Controller,118000,MGR_0005,-0.105,True,False,Female,Hispanic_Latino,41_50,Bachelors,74.3,61.0,57.1,65.15
EMP_000098,CAND_000137,2018-01-13,Finance,Controller,137000,MGR_0135,0.102,False,False,Female,Asian,22_30,Bachelors,86.0,69.6,99.0,84.98
EMP_000099,CAND_000138,2018-01-13,Marketing,Brand_Manager,119000,MGR_0384,-0.2166,False,True,Male,Other,41_50,Bachelors,100.0,77.8,86.8,89.38
EMP_000100,CAND_000139,2018-01-13,Finance,Senior_FA,115000,MGR_0233,0.0536,False,False,Female,Other,22_30,Bachelors,75.1,64.2,54.1,65.53
EMP_000101,CAND_000141,2018-01-13,Operations,SC_Analyst,86000,MGR_0310,0.0142,False,True,Female,Black_African_American,31_40,Masters,62.9,50.9,64.7,59.84
EMP_000102,CAND_000142,2018-01-13,Finance,CFO,131000,MGR_0200,0.058,False,True,Female,White,31_40,PhD,85.1,67.3,83.6,79.31
EMP_000103,CAND_000145,2018-01-13,Finance,Financial_Analyst,114000,MGR_0157,0.0518,False,False,Female,White,41_50,Masters,79.1,41.8,63.7,63.29
EMP_000104,CAND_000146,2018-01-13,Engineering,Senior_Engineer,144000,MGR_0030,-0.0072,False,False,Female,White,22_30,Masters,67.8,62.0,74.9,68.19
EMP_000105,CAND_000147,2018-01-13,Sales,Account_Executive,109000,MGR_0086,0.1364,False,False,Female,Hispanic_Latino,41_50,Masters,70.8,71.7,65.2,69.39
EMP_000106,CAND_000148,2018-01-13,Legal,General_Counsel,154000,MGR_0140,-0.1425,True,False,Male,White,51_Plus,Masters,68.0,59.1,44.1,58.16
EMP_000107,CAND_000149,2018-01-13,Sales,VP_Sales,111000,MGR_0274,-0.1199,True,False,Female,Hispanic_Latino,31_40,Bachelors,81.5,47.7,63.7,66.02
EMP_000108,CAND_000150,2018-01-13,Engineering,Software_Engineer,148000,MGR_0310,0.0142,False,True,Female,Hispanic_Latino,31_40,Bachelors,67.9,74.8,54.1,65.83
EMP_000109,CAND_000155,2018-01-13,Engineering,Tech_Lead,155000,MGR_0046,-0.0439,False,False,Female,Asian,22_30,High_School,85.7,56.9,95.7,80.06
EMP_000110,CAND_000156,2018-01-14,Sales,Account_Executive,116000,MGR_0168,-0.0312,False,False,Female,White,22_30,Bachelors,84.6,60.4,53.9,68.13
EMP_000111,CAND_000157,2018-01-14,Sales,SDR,95000,MGR_0013,-0.1422,True,False,Male,White,51_Plus,Masters,56.1,37.8,46.9,47.85
EMP_000112,CAND_000158,2018-01-14,Engineering,Staff_Engineer,146000,MGR_0335,0.0534,False,False,Female,Other,41_50,Masters,72.5,61.4,63.6,66.5
EMP_000113,CAND_000160,2018-01-14,Legal,IP_Attorney,167000,MGR_0276,-0.0716,False,False,Male,Black_African_American,31_40,Bachelors,96.7,70.4,57.1,76.93
EMP_000114,CAND_000161,2018-01-14,Product,Product_Manager,134000,MGR_0269,0.0629,False,False,Male,White,31_40,High_School,57.7,72.2,47.1,58.87
EMP_000115,CAND_000163,2018-01-14,Engineering,Principal_Engineer,144000,MGR_0160,0.0286,False,False,Male,Asian,31_40,Bachelors,68.2,73.6,70.7,70.57
EMP_000116,CAND_000165,2018-01-14,Finance,CFO,115000,MGR_0369,0.04,False,False,Male,White,31_40,Masters,65.2,68.0,61.1,64.81
EMP_000117,CAND_000167,2018-01-14,Legal,IP_Attorney,176000,MGR_0164,-0.1031,False,False,Male,Hispanic_Latino,41_50,Bachelors,100.0,65.2,83.1,84.49
EMP_000118,CAND_000169,2018-01-15,Operations,Operations_Manager,104000,MGR_0042,-0.0124,False,False,Female,Hispanic_Latino,31_40,Masters,100.0,84.7,84.2,90.67
EMP_000119,CAND_000170,2018-01-15,Engineering,Senior_Engineer,138000,MGR_0305,0.1329,False,False,Non_Binary,Hispanic_Latino,41_50,Masters,64.3,49.1,52.6,56.23
EMP_000120,CAND_000171,2018-01-15,Marketing,CMO,115000,MGR_0382,0.0441,False,False,Female,White,51_Plus,Bachelors,87.1,73.9,78.9,80.68
EMP_000121,CAND_000172,2018-01-15,HR,CHRO,83000,MGR_0165,-0.086,True,False,Male,Black_African_American,31_40,Bachelors,65.6,68.8,52.9,62.75
EMP_000122,CAND_000175,2018-01-15,Product,Principal_PM,117000,MGR_0129,-0.0059,False,False,Female,Hispanic_Latino,51_Plus,Masters,57.3,42.3,33.6,45.69
EMP_000123,CAND_000176,2018-01-15,Operations,Ops_Director,92000,MGR_0134,-0.1232,True,False,Male,White,51_Plus,Bachelors,66.6,79.7,55.3,67.14
EMP_000124,CAND_000178,2018-01-15,HR,HR_Business_Partner,91000,MGR_0029,0.0325,False,False,Female,Black_African_American,22_30,Masters,81.8,65.3,69.6,73.19
EMP_000125,CAND_000179,2018-01-15,Sales,Enterprise_AE,124000,MGR_0044,0.0805,False,False,Male,White,31_40,Bachelors,79.8,84.0,77.8,80.46
EMP_000126,CAND_000181,2018-01-15,Finance,FPA_Manager,128000,MGR_0354,0.0264,False,False,Male,White,31_40,Masters,91.5,69.7,82.3,82.2
EMP_000127,CAND_000182,2018-01-15,Marketing,CMO,100000,MGR_0210,-0.0779,False,True,Female,Black_African_American,41_50,Masters,67.2,59.5,62.6,63.51
EMP_000128,CAND_000183,2018-01-15,Product,Dir_Product,135000,MGR_0091,-0.0458,False,False,Female,White,22_30,Bachelors,70.4,46.8,56.5,59.15
EMP_000129,CAND_000185,2018-01-15,Marketing,CMO,98000,MGR_0150,0.1213,False,False,Male,Black_African_American,22_30,Masters,53.5,77.8,44.1,57.97
EMP_000130,CAND_000186,2018-01-15,Product,Dir_Product,137000,MGR_0125,0.1136,False,False,Male,Asian,51_Plus,Masters,64.9,56.4,72.0,64.48
EMP_000131,CAND_000187,2018-01-15,Sales,Enterprise_AE,123000,MGR_0152,-0.0369,False,False,Male,Other,22_30,Bachelors,83.9,64.5,78.9,76.58
EMP_000132,CAND_000189,2018-01-15,HR,Comp_Analyst,78000,MGR_0269,0.0629,False,False,Male,Black_African_American,41_50,Bachelors,49.6,57.9,43.6,50.29
EMP_000133,CAND_000190,2018-01-16,Engineering,Software_Engineer,152000,MGR_0386,-0.0467,False,False,Female,White,31_40,Bachelors,72.8,72.6,62.3,69.59
EMP_000134,CAND_000191,2018-01-16,Product,CPO,143000,MGR_0241,0.1391,False,False,Non_Binary,Hispanic_Latino,31_40,Masters,85.9,74.9,75.3,79.42
EMP_000135,CAND_000192,2018-01-16,Finance,Controller,120000,MGR_0230,-0.2013,False,False,Male,Hispanic_Latino,22_30,Bachelors,66.7,73.0,77.1,71.71
EMP_000136,CAND_000198,2018-01-16,Product,Product_Manager,130000,MGR_0155,-0.0857,False,True,Female,White,41_50,Masters,44.7,77.4,55.1,57.63
EMP_000137,CAND_000199,2018-01-16,HR,Comp_Analyst,94000,MGR_0163,0.0463,False,False,Female,White,31_40,Masters,79.8,70.0,79.6,76.8
EMP_000138,CAND_000201,2018-01-16,Operations,Ops_Director,86000,MGR_0108,0.066,False,False,Female,White,51_Plus,Bachelors,68.5,47.4,46.9,55.69
EMP_000139,CAND_000202,2018-01-16,Engineering,Software_Engineer,146000,MGR_0082,0.0805,False,False,Female,White,31_40,PhD,78.9,59.8,66.1,69.33
EMP_000140,CAND_000205,2018-01-16,Sales,Sales_Manager,117000,MGR_0175,-0.107,True,False,Male,White,22_30,Masters,76.8,80.8,78.6,78.54
EMP_000141,CAND_000206,2018-01-16,Operations,Ops_Director,97000,MGR_0258,0.1126,False,False,Female,White,22_30,Masters,80.9,81.1,69.2,77.45
EMP_000142,CAND_000207,2018-01-16,Sales,Enterprise_AE,112000,MGR_0274,-0.1199,True,False,Male,White,22_30,Bachelors,65.1,82.0,60.9,68.91
EMP_000143,CAND_000208,2018-01-17,Operations,Process_Engineer,88000,MGR_0269,0.0629,False,False,Female,Black_African_American,31_40,Masters,59.6,62.9,59.9,60.68
EMP_000144,CAND_000212,2018-01-17,Product,CPO,148000,MGR_0071,-0.0424,False,False,Female,Asian,41_50,Bachelors,89.5,78.1,86.0,85.03
EMP_000145,CAND_000213,2018-01-17,Engineering,Principal_Engineer,142000,MGR_0191,0.0547,False,True,Female,Black_African_American,31_40,High_School,75.1,50.1,62.8,63.91
EMP_000146,CAND_000216,2018-01-17,Engineering,Principal_Engineer,143000,MGR_0303,-0.0859,False,False,Female,Black_African_American,22_30,Bachelors,53.5,69.3,66.9,62.26
EMP_000147,CAND_000217,2018-01-17,HR,CHRO,84000,MGR_0225,0.0198,False,False,Male,Black_African_American,41_50,Bachelors,76.2,52.7,47.0,60.39
EMP_000148,CAND_000220,2018-01-17,HR,HR_Business_Partner,84000,MGR_0208,0.0487,False,False,Male,White,31_40,Bachelors,56.4,70.8,51.3,59.19
EMP_000149,CAND_000221,2018-01-17,Engineering,Staff_Engineer,159000,MGR_0105,-0.0295,False,False,Female,White,31_40,Bachelors,81.3,79.0,85.0,81.72
EMP_000150,CAND_000222,2018-01-17,Product,Dir_Product,138000,MGR_0351,0.0988,False,False,Male,White,41_50,High_School,58.7,64.3,72.9,64.64
EMP_000151,CAND_000223,2018-01-17,Finance,FPA_Manager,131000,MGR_0285,-0.0209,False,True,Male,White,31_40,Masters,81.1,83.0,79.2,81.1
EMP_000152,CAND_000224,2018-01-17,Legal,IP_Attorney,197000,MGR_0239,0.0164,False,False,Male,Asian,51_Plus,Bachelors,97.6,95.8,85.0,93.28
EMP_000153,CAND_000225,2018-01-18,Engineering,Senior_Engineer,153000,MGR_0363,0.0554,False,False,Male,White,41_50,Bachelors,84.3,53.5,69.0,70.47
EMP_000154,CAND_000226,2018-01-18,Marketing,Content_Strategist,94000,MGR_0165,-0.086,True,False,Male,White,31_40,Bachelors,54.9,80.4,38.6,57.66
EMP_000155,CAND_000228,2018-01-18,Marketing,CMO,92000,MGR_0279,0.0752,False,False,Female,White,51_Plus,Bachelors,49.1,66.5,46.6,53.57
EMP_000156,CAND_000231,2018-01-18,Operations,Operations_Manager,85000,MGR_0398,-0.0346,False,False,Female,White,51_Plus,Masters,67.9,53.3,49.6,58.03
EMP_000157,CAND_000232,2018-01-18,Product,Dir_Product,161000,MGR_0383,0.0449,False,False,Female,White,31_40,Bachelors,92.2,76.7,95.7,88.6
EMP_000158,CAND_000233,2018-01-18,Sales,Account_Executive,130000,MGR_0355,0.0193,False,True,Female,White,31_40,Bachelors,92.8,76.1,98.0,89.35
EMP_000159,CAND_000234,2018-01-18,Engineering,Tech_Lead,139000,MGR_0056,0.0327,False,False,Female,Black_African_American,51_Plus,Bachelors,62.2,73.8,56.2,63.88
EMP_000160,CAND_000235,2018-01-18,Operations,Operations_Manager,99000,MGR_0085,0.0132,False,False,Female,Asian,41_50,Bachelors,85.5,69.8,65.2,74.7
EMP_000161,CAND_000236,2018-01-19,Marketing,Brand_Manager,108000,MGR_0079,0.0556,False,False,Female,Asian,51_Plus,PhD,84.5,60.8,71.9,73.61
EMP_000162,CAND_000237,2018-01-19,Finance,Financial_Analyst,118000,MGR_0011,-0.0178,False,False,Male,White,41_50,High_School,65.6,69.1,57.5,64.22
EMP_000163,CAND_000238,2018-01-19,Marketing,Brand_Manager,90000,MGR_0143,0.0912,False,False,Female,White,41_50,Bachelors,59.3,41.7,54.5,52.58
